Voter_id,Candidate_id,Vote_Time
a9de86e2-d375-40f5-94b2-19a5e2be0a04,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 10:32:16
05814d63-ffe2-463d-882c-17941516b2c6,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 13:22:49
1e1c5af7-a4b5-4ec4-8d2e-85965ff5ecaf,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 10:36:48
da64a678-911f-4753-92bb-678ea8707f25,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 10:09:19
22cda220-615b-4f5c-9149-51896d6db2c6,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 14:45:24
27c3d2ad-0662-4f93-af46-2ba948b4f0da,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 14:08:49
f3d90b84-4643-4eba-8012-e2df7a36dfca,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 12:33:08
0f47fba5-7003-467d-89ca-10267bf75c53,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 11:54:21
a347fc56-4a80-45f8-aeb7-83396492f580,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 10:25:22
83a4d99f-9e4c-410c-a31f-45b3fc69968b,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 10:21:45
c2970b7c-a417-4450-840a-589f2abd6769,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 15:55:46
c8facb09-8e64-4134-8e51-6998bf6488d4,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 10:05:26
a5014132-aa4c-40da-902b-23d142197a15,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 12:26:26
1036431a-38e6-442c-bd5b-93ac67d05cd3,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 09:24:56
78e6093a-67ef-458b-be25-dea3b5c663af,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 16:48:48
15ffda40-007e-4938-9196-55439bdc37b9,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 14:27:00
2d9b9d0f-613d-4c86-8709-a7767ecc6508,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 14:41:05
57f2363f-1073-47ca-b4ed-6338ecb63504,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 13:40:27
14feb366-38e0-4509-ae5e-badcd49ba68a,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 15:48:26
98bc42fb-d46b-437f-b50e-a83085b5988e,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 15:54:52
5d3be212-0e05-4adb-afa3-5a7517052f46,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 12:49:09
845f49a0-6c90-4b21-8aeb-2fb8868f0667,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 14:58:16
f65f579d-a7ba-4c79-bb26-394fb27a2178,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 11:19:14
11d6a2bb-c1cd-4a48-84e3-18fc2040a260,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 16:26:22
c3c29fcc-93de-4a9a-8bf3-ba19e9ad6ebf,bd7098b3-4a02-4c6c-87a5-b5c96a5619a0,1972-01-01 16:19:39
5eb9b25f-c9f5-4e7f-87e8-6d090823fe8b,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 14:58:43
a8e15a0b-6c87-4c5d-94e4-723088249c7a,4714f68f-d08a-4f68-8a92-0be8f94687c0,1972-01-01 11:22:19
775bd3cb-4a43-4ad2-b9ba-441b9cd5f53f,940da220-a451-4cc9-acc5-ce8b8697542a,1972-01-01 15:54:57
